asset,event_id,event_title,source_sheet,panel,source_kind,creator,credit,sha256
aubm_v4_continental_state,9280000,Compatibility Review: V4 Campaign State,tools/art_sources/v4_events/sheet_01_foundation.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,bcb7f72560927632f93e82f5d8cf13144cc2739dc5f23e75feeadd80673a386b
aubm_v4_barbarossa_reaction,9281321,Delhi Requests the Afghan Corridor,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281322,India Requests a Xinjiang Liaison Route,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281323,India Requests an East Turkestan Route,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281324,India Requests Transit Through Reunited Xinjiang,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281325,India Requests Transit Through Red Xinjiang,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281326,India Requests a Northwestern Chinese Route,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281330,Persia Opens the Caucasus Corridor,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281331,Persia Permits Supplies but Not Armies,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281332,Persia Rejects Armed Transit,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281333,Afghanistan Opens the Northern Corridor,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281334,Afghanistan Allows Supplies but Not Armies,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281335,Afghanistan Closes the Passes,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281336,The Kashgar-Urumqi Route Opens,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281337,Xinjiang Offers Civilian Liaison Only,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281338,The Xinjiang Mission Is Refused,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281339,Persian Transit Talks May Reopen,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281340,Afghan Transit Talks May Reopen,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281341,Indian Forces Break the Southern Soviet Front,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
india_v3_german_mission,9281342,The German Logistics Mission Arrives,tools/art_sources/v4_events/sheet_13_legacy_politics.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,d8374cb3df490719dc7a14c6b91cb80f25ff4e99e2e98198d609b0cd132924c1
india_v3_german_mission,9281343,Berlin Sends a Limited Mission,tools/art_sources/v4_events/sheet_13_legacy_politics.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,d8374cb3df490719dc7a14c6b91cb80f25ff4e99e2e98198d609b0cd132924c1
aubm_v4_barbarossa_reaction,9281344,Berlin Withholds Its Reserves,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
india_v3_german_mission,9281345,The German Logistics Mission Expires,tools/art_sources/v4_events/sheet_13_legacy_politics.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,d8374cb3df490719dc7a14c6b91cb80f25ff4e99e2e98198d609b0cd132924c1
aubm_v4_barbarossa_reaction,9281346,India Reaches the Second Continental Objective,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
india_v3_german_mission,9281347,The Final German Strategic Package,tools/art_sources/v4_events/sheet_13_legacy_politics.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,d8374cb3df490719dc7a14c6b91cb80f25ff4e99e2e98198d609b0cd132924c1
aubm_v4_barbarossa_reaction,9281348,German Scarcity Ends Further Support,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281349,Xinjiang Liaison Talks May Reopen,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281350,India Takes a Continental Objective,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281351,India Reaches the Second Objective,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281352,India Becomes the Decisive Southern Belligerent,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281353,The German Front Collapses,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
india_v3_revisionist_settlement,9281354,India and the Bitter Peace,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281355,The Independent Continental Victory,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281359,The Indian Continental Settlement,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281360,India Presents Its Central Asian Record,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281361,India Claims Its Occupied Soviet Territory,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281362,Moscow Recognizes India's Occupied Positions,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281363,Moscow Excludes Kazakhstan,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281364,Moscow Rejects India's Separate Claims,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281365,Berlin Recognizes India's Occupied Positions,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281366,Berlin Reserves Kazakhstan,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281367,Berlin Rejects a Separate Indian Sphere,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281368,India Claims Its Caucasus Occupations,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281369,India Claims Its Caucasus Occupations,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281370,Apply the Central Asian Settlement,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281371,The Central Asian Order Takes Shape,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281372,The Gulf and Mesopotamian Settlement,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281373,Delhi Proposes a Gulf Security Settlement,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281374,Delhi Proposes an Iraqi Security Settlement,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281375,Persia Accepts Delhi's Gulf Terms,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281376,Persia Demands an Equal Treaty,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281377,Persia Rejects Delhi's Gulf Terms,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281378,Apply the Indian Gulf Doctrine,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281379,The Indian Ocean Security Arc,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281380,India's East African Settlement,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281381,Apply the East African Doctrine,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281382,The Indian Ocean Community Takes Shape,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281383,Iraq Accepts Delhi's Gulf Terms,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281384,Iraq Demands an Equal Treaty,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
india_v3_revisionist_settlement,9281385,Iraq Rejects Delhi's Gulf Terms,tools/art_sources/v4_events/sheet_17_legacy_reckoning.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,494b3da274685a343a9912b2cbacc90461633fdec2f75408d70e100efcf2bd22
aubm_v4_india_world_war,9281390,The British War Review Returns,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_grand_strategy,9281400,The Delhi Socialist Conference,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
Stalin_5YPlan,9281401,India Proposes an Equal Socialist Compact,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
aubm_v4_grand_strategy,9281402,Moscow Accepts Equality,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281403,Moscow Demands a Consultative Veto,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281404,Moscow Refuses the Compact,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
Stalin_5YPlan,9281405,India Accepts the Consultative Charter,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
Stalin_5YPlan,9281406,Delhi Insists on Sovereign Equality,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
aubm_v4_grand_strategy,9281407,A Treatyless Soviet Offer,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
Stalin_5YPlan,9281408,India Proclaims an Autonomous Socialist Course,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
aubm_v4_grand_strategy,9281409,Moscow Recognizes India's Separate Road,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281410,Authorize the Persia-Caucasus Mandate,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281411,Authorize the Delhi-Tashkent Corridor,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_china_interior,9281412,Send the Xinjiang Railway Mission,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_grand_strategy,9281413,The Consultative Compact Is Ratified,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281414,The Moscow Channel Reopens,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281420,India Proposes a Sovereign Persian Corridor,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281421,Tehran Opens the Sovereign Corridor,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281422,Tehran Offers Logistics Without Bases,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281423,Tehran Refuses the Corridor,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281424,Delhi Presses for Wartime Base Rights,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281425,Persia Grants Wartime Transit,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281426,Persia Permits Supervised Depots,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281427,Persia Has Ceased to Exist,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281430,India Proposes a Delhi-Tashkent Corridor,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281431,Kabul Opens the Mountain Corridor,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
